sentence,label
he lifted a tractor with his hands is wrong because a tractor is too heavy to lift with its hands.,positive
he lifted a tractor with his hands is wrong because a tractor cannot touch a tambourine.,negative
dwight cut down a mountain is wrong because trees are much more common than mountains.,negative
dwight cut down a mountain is wrong because trees grow faster than mountains.,negative
dwight cut down a mountain is wrong because mountains are much larger than trees.,positive
he swam in the lava is wrong because lava is too hot to swim in it.,positive
he swam in the lava is wrong because lava is red and he doesn't like red.,negative
he swam in the lava is wrong because he doesn't like the smell of lava.,negative
he put a horse in his wallet is wrong because a horse is much larger than a wallet.,positive
he put a horse in his wallet is wrong because horses are usually brown while wallets are red.,negative
he put a horse in his wallet is wrong because a horse does not use a wallet.,negative
the woman wrote down the story with a spoon on paper is wrong because a spoon is about the same size as a pencil.,negative
the woman wrote down the story with a spoon on paper is wrong because a spoon is harder than all paper.,negative
the woman wrote down the story with a spoon on paper is wrong because a person can't write down something with a spoon.,positive
she ate a brick is wrong because bricks are not tasty.,negative
she ate a brick is wrong because bricks are too red to be eaten.,negative
she ate a brick is wrong because bricks cannot be eaten.,positive
swords use me is wrong because a sword is not alive.,positive
swords use me is wrong because a sword is made of metal.,negative
